transaction_id,date,description,amount,direction,mcc,category,_merchant,_is_holdout
298,2024-06-19,Зетта Стррахование абонентская плата,209.0,debit,,Финансовые услуги,Зетта Страхование,True
427,2024-06-13,SBP PEREVOD Сидоров Т.Н.,1750.0,debit,,Переводы,Сидоров Т.Н.,False
352,2024-05-16,ИП Егоров Д.А. массажист,9790.0,debit,5912,Здоровье,Егоров Д.А.,False
110,2024-06-16,SUSHI WOK,2650.0,debit,,Кафе и рестораны,Sushi Wok,False
187,2024-05-02,ИП Новиоква И.И. частный извоз,449.0,debit,4121,Транспорт,Новикова И.И.,False
122,2024-06-19,POS RE:STORE,18309.0,debit,5732,Электроника и техника,re:Store,False
286,2024-06-18,Интерсвязь счет №334657,6749.0,debit,4900,ЖКХ и связь,Интерсвязь,True
92,2024-04-23,TERMINAL 390967 OBI VORONEZH,7949.0,debit,5200,Дом и ремонт,ОБИ,False
372,2024-05-05,ИП Петров И.П.,382.82,debit,,Прочее,Петров И.П.,False
195,2024-06-01,OPLAAT TUTU.RU,32090.0,debit,4511,Путешествия,Туту.ру,False
62,2024-04-26,ИП Сидоров С.А. услуги перевозки,549.0,debit,,Транспорт,Сидоров С.А.,False
433,2024-05-03,Оплата товара 616025,6649.0,debit,,Прочее,,False
174,2024-05-05,POS KFC,309.0,debit,5812,Кафе и рестораны,KFC,False
366,2024-04-10,ИП Волков Ю.А.,4318.35,debit,,Прочее,Волков Ю.А.,False
45,2024-04-07,OPLATA BOULING KOSMIK,4899.0,debit,7994,Развлечения,Боулинг Космик,False
389,2024-06-10,Внутрибанковский перевод Сидорова Ю.А.,33400.0,debit,,Переводы,Сидорова Ю.А.,False
130,2024-05-07,SHOKOLADNITSA VORONEZH RUS,200.0,debit,5812,Кафе и рестораны,Шоколадница,False
50,2024-04-21,KFC CHELYABINSK RUS,490.0,debit,5812,Кафе и рестораны,KFC,False
97,2024-04-22,POS SPAR,2250.0,debit,5412,Продукты,Spar,False
197,2024-04-13,ИП Попова ЕТ.. массажист,7549.0,debit,,Здоровье,Попова Е.Т.,False
215,2024-05-02,Московсакя Школа абонентская плата,18149.0,debit,8220,Образование,Московская Школа,False
238,2024-05-06,TEREMOOK,200.0,debit,,Кафе и рестораны,Теремок,False
319,2024-04-04,OPLATA TOVAROV DOMOTSENTR,27309.0,debit,5211,Дом и ремонт,ДомоЦентр,True
444,2024-05-01,AVITO USLUGI,7200.0,debit,,Прочее,,False
404,2024-05-27,П2П перевод Егоров В.О.,28650.0,debit,,Переводы,Егоров В.О.,False
63,2024-06-02,TOPGUN BARBERSHOP,2909.0,debit,7298,Красота и уход,TopGun Barbershop,False
369,2024-06-06,ИП Смирнова О.А. репетитор математики,23809.0,debit,8299,Образование,Смирнова О.А.,False
169,2024-06-25,HOTELTONIGHT,23000.0,debit,7011,Путешествия,Hoteltonight,False
247,2024-04-06,АльфаСтрахование счет №114002,2490.0,debit,6012,Финансовые услуги,АльфаСтрахование,False
257,2024-05-25,POS SSUSHI WOK,1200.0,debit,5812,Кафе и рестораны,Sushi Wok,False
251,2024-06-12,POS TVOOE,4099.0,debit,,Одежда и обувь,Твое,False
269,2024-04-20,ИП Волков А.Е. консультация рвача,9690.0,debit,5912,Здоровье,Волков А.Е.,False
320,2024-04-01,POS LABDIAGNOSTIKA,3949.0,debit,8099,Здоровье,ЛабДиагностика,True
441,2024-05-16,OZON.RU,1399.0,debit,,Прочее,,False
153,2024-06-10,VKUSVILL MOSKVA RUS,409.0,debit,5422,Продукты,ВкусВилл,False
399,2024-04-01,Перевод по номеру телефона +7 993 501-38-20,17300.0,debit,,Переводы,Федоров А.Н.,False
40,2024-05-17,PRIME*389613,3400.0,debit,,Кафе и рестораны,Prime,False
345,2024-06-21,ИП Смирнова О.А.,6741.22,debit,,Прочее,Смирнова О.А.,False
401,2024-04-02,Зачисление заработной платы ООО Логистик,16590.0,credit,,Прочие доходы,Московский метрополитен,False
65,2024-04-16,Списание ЖКУ МТС,2109.0,debit,4814,ЖКХ и связь,МТС,False
206,2024-05-05,MOSKOVSKIY METROPOLITEN MOSKVA RUS,2149.0,debit,5541,Транспорт,Московский метрополитен,False
8,2024-04-04,Оплата ЮMoney Комиссия л/с 47273,2300.0,debit,6051,Финансовые услуги,ЮMoney Комиссия,False
77,2024-05-08,SPORTMASTER UFA RUS,10990.0,debit,,Одежда и обувь,Спортмастер,False
58,2024-05-08,Списание ЖКУ Учи.ру,9649.0,debit,8299,Образование,Учи.ру,False
250,2024-06-08,POS YANDEX TRAVEL,14700.0,debit,7011,Путешествия,Yandex Travel,False
119,2024-04-19,ZARA ROSTOV-NA-DONU RUS,2209.0,debit,,Одежда и обувь,Zara,False
141,2024-04-14,SALON KRASOTY STIL,350.0,debit,,Красота и уход,Салон Красоты Стиль,False
88,2024-06-12,OPLATA SPAR,750.0,debit,,Продукты,Spar,False
411,2024-04-03,Возврат покупки Ренессанс Страхование,43050.0,credit,,Прочие доходы,Ренессанс Страхование,False
307,2024-05-18,OPLATA NORDWIND,34150.0,debit,,Путешествия,Nordwind,True
300,2024-06-02,YARCHE!*901819,2590.0,debit,5422,Продукты,Ярче!,True
254,2024-04-29,OPLATA MAGNIT,2309.0,debit,,Продукты,Магнит,False
321,2024-05-24,Skyeng абонентская плата,15149.0,debit,,Образование,Skyeng,True
60,2024-04-08,SVYAZNOY ROSTOV-NA-DONU RUS,42299.0,debit,5734,Электроника и техника,Связной,False
324,2024-04-25,Оплата услуг Умкул,11950.0,debit,8220,Образование,Умскул,True
256,2024-05-13,OPLATA TOVAROV BILAYN RIITEYL,52999.0,debit,5734,Электроника и техника,Билайн Ритейл,False
301,2024-06-06,Оплата Энергосбыт Плюс л/с 854081,1050.0,debit,4900,ЖКХ и связь,Энергосбыт Плюс,True
296,2024-06-23,OKKO,3050.0,debit,,Развлечения,Okko,True
315,2024-05-24,UTAIR VORONEZH RUS,34790.0,debit,4511,Путешествия,Utair,True
388,2024-06-19,Возврат покупки Т2,11290.0,credit,,Прочие доходы,Т2,False
46,2024-05-16,OPLATA KFC,550.0,debit,,Кафе и рестораны,KFC,False
86,2024-05-27,TERMINAL 965273 DELIMOBIL UFA,2699.0,debit,5541,Транспорт,Delimobil,False
109,2024-06-08,POS SITIMOBIL,2909.0,debit,7523,Транспорт,Ситимобил,False
133,2024-06-03,ASHAN DOM*191697,26200.0,debit,5200,Дом и ремонт,Ашан Дом,False
16,2024-06-06,TERMINAL 46114 PEREKRESTOK KAZAN,690.0,debit,5411,Продукты,Перекресток,False
303,2024-05-06,VELOBAYK HCELYABINSK RUS,1900.0,debit,,Транспорт,ВелоБайк,True
193,2024-06-25,TERMINAL 827383 OSTROVOK KAZAN,55090.0,debit,7011,Путешествия,ОстровОК,False
428,2024-04-02,YANDEX MARKET,5209.0,debit,,Прочее,,False
116,2024-04-01,OPLATA TVOE,4000.0,debit,,Одежда и обувь,Твое,False
330,2024-06-21,TAKSOVICHKOF*904998,2490.0,debit,7523,Транспорт,ТаксовичкоФ,True
294,2024-06-14,POS SLATA,950.0,debit,5422,Продукты,Слата,True
27,2024-05-23,POS LIME,8949.0,debit,,Одежда и обувь,LIME,False
140,2024-06-19,PRIME*597043,1950.0,debit,5812,Кафе и рестораны,Prime,False
198,2024-04-19,OPLATA WILDBERRIES FASHIION,8999.0,debit,5651,Одежда и обувь,Wildberries Fashion,False
14,2024-05-18,OPLATA TOVAROV TVOE,9490.0,debit,5651,Одежда и обувь,Твое,False
87,2024-04-29,VKUSNO I TOCHKA UFA RUS,2900.0,debit,5814,Кафе и рестораны,Вкусно и точка,False
265,2024-04-15,POKUPKA SITIMOBIL EKATERINBURG,2209.0,debit,,Транспорт,Ситимобил,False
262,2024-05-07,INVITRO*6448077,8709.0,debit,,Здоровье,Инвитро,False
222,2024-06-20,TEREMKO,2849.0,debit,,Кафе и рестораны,Теремок,False
243,2024-05-13,OPLATA AEROFLOT,44900.0,debit,,Путешествия,Аэрофлот,False
259,2024-05-18,TERMINAL 783139 H&M SANKT-PETERBURG,1800.0,debit,5651,Одежда и обувь,H&M,False
376,2024-04-03,ИП Кузнецов А.А. мастер по ремонту,26090.0,debit,5200,Дом и ремонт,Кузнецов А.А.,False
354,2024-06-14,ИП Кузнецова Е.В. массажист,9999.0,debit,,Здоровье,Кузнецова Е.В.,False
103,2024-05-23,TERMINAL 761956 WHOOSH MOSKVA,1000.0,debit,4121,Транспорт,Whoosh,False
149,2024-04-04,POS ELDORADO,68849.0,debit,5734,Электроника и техника,Эльдорадо,False
139,2024-06-29,POKUPKA DIKSI KAZAN,1999.0,debit,5411,Продукты,Дикси,False
67,2024-05-17,POKUPKA KINOTEATR KARO NIZHNIY NOVGOROD,1999.0,debit,,Развлечения,Кинотеатр Каро,False
3,2024-04-19,Списание ЖКУ Газпром Межрегионгаз,4049.0,debit,,ЖКХ и связь,Газпром Межрегионгаз,False
342,2024-04-29,ИП Петров В.П. репетитор английского,7099.0,debit,8220,Образование,Петров В.П.,False
56,2024-05-03,Сбербанк Комиссия счет №744697,3809.0,debit,,Финансовые услуги,Сбербанк Комиссия,False
304,2024-05-02,OPLATA TOVAROV TAKSOVICHKOF,1649.0,debit,4111,Транспорт,ТаксовичкоФ,True
233,2024-06-02,OPLATA DOMINOS PIIZZA,2600.0,debit,,Кафе и рестораны,Dominos Pizza,False
51,2024-05-15,KOFE HAUZ SAMARA RUS,3350.0,debit,,Кафе и рестораны,Кофе Хауз,False
1,2024-04-15,Списание ЖКУ Лабиринт,550.0,debit,,Образование,Лабиринт,False
18,2024-04-13,OPLATA TOVAROV M.VIDEO,18349.0,debit,,Электроника и техника,М.Видео,False
268,2024-05-03,MAGNIT*8885970,3499.0,debit,5412,Продукты,Магнит,False
424,2024-06-10,Перевод СБП Егорова О.В.,590.0,debit,,Переводы,Егорова О.В.,False
312,2024-06-18,Опллата услуг Интерсвязь,2250.0,debit,,ЖКХ и связь,Интерсвязь,True
25,2024-06-01,POS KINOTEATR KARO,4999.0,debit,,Развлечения,Кинотеатр Каро,False
183,2024-05-30,OPLAA VKUSNO I TOCHKA,400.0,debit,,Кафе и рестораны,Вкусно и точка,False
357,2024-04-02,ИП Смирнов А.С. барбер услуги,4450.0,debit,,Красота и уход,Смирнов А.С.,False
186,2024-06-16,OPLAATA TOVAROV SPAR,3799.0,debit,5422,Продукты,Spar,False
43,2024-06-06,POKUPKA ASHAN DOM ROSTOV-NA-DONU,21909.0,debit,,Дом и ремонт,Ашан Дом,False
129,2024-05-22,M.VIDEO,35390.0,debit,,Электроника и техника,М.Видео,False
359,2024-06-21,ИП Новикова А.О.,1022.51,debit,,Прочее,Новикова А.О.,False
244,2024-04-07,TERMINAL 680001 VKUSVILL KAAZAN,2450.0,debit,5412,Продукты,ВкусВилл,False
255,2024-05-29,TERMINAL 788622 RENDEZ-VOUS SSANKT-PETERBURG,6299.0,debit,,Одежда и обувь,Rendez-Vous,False
270,2024-06-04,SATA,209.0,debit,5411,Продукты,Слата,True
422,2024-05-25,Зачисление заработной платы ООО Логистик,509.0,credit,,Прочие доходы,Ростелеком,False
154,2024-05-31,LERUA MERLEN ROSTOV-NA-DONU RUS,10599.0,debit,5200,Дом и ремонт,Леруа Мерлен,False
371,2024-06-19,ИП Егорова Е.А. массажист,12309.0,debit,8011,Здоровье,Егорова Е.А.,False
449,2024-06-13,Оплата товара 291154,2400.0,debit,,Прочее,,False
70,2024-04-08,OPLATA MAGNIT,600.0,debit,5422,Продукты,Магнит,False
406,2024-05-13,Кэшбэк по карте,76290.0,credit,,Прочие доходы,Wink,False
158,2024-05-13,TERMINAL 368704 DELIMOBIL SANKTPETERBURG,400.0,debit,,Транспорт,Delimobil,False
425,2024-06-13,Кэшбэк по карте,69609.0,credit,,Прочие доходы,М.Видео,False
271,2024-04-28,OPLATA LABDIAGNOSTIKA,11300.0,debit,,Здоровье,ЛабДиагностика,True
146,2024-05-25,АльфаСтрахование абонентская плата,3100.0,debit,,Финансовые услуги,АльфаСтрахование,False
205,2024-06-25,СОГАЗ счет №865865,3699.0,debit,,Финансовые услуги,СОГАЗ,False
278,2024-06-03,OPPLATA UTAIR,27650.0,debit,7011,Путешествия,Utair,True
314,2024-04-18,НТВ Плюс абонентская плата,2799.0,debit,4900,ЖКХ и связь,НТВ Плюс,True
331,2024-04-21,VERNYY,3799.0,debit,5412,Продукты,Верный,True
64,2024-05-05,SPAR*50577,5209.0,debit,5412,Продукты,Spar,False
325,2024-06-23,TERMINAL 909889 VLEOBAYK KRASNOYARSK,1600.0,debit,5541,Транспорт,ВелоБайк,True
442,2024-05-30,WILDBERRIES,4949.0,debit,,Прочее,,False
387,2024-05-14,Перевод Попова О.П.,40450.0,debit,,Переводы,Попова О.П.,False
168,2024-05-29,POS DIKSI,3309.0,debit,5412,Продукты,Дикси,False
76,2024-05-05,POKUPKA SALON KRASOTY STIL CHELYABINSK,1550.0,debit,,Красота и уход,Салон Красоты Стиль,False
290,2024-06-18,TERMINAL 490277 SLATA NOVOSIBIRSK,4350.0,debit,5422,Продукты,Слата,True
350,2024-04-08,ИП Петров Ю.О.,2518.91,debit,,Прочее,Петров Ю.О.,False
118,2024-04-24,OPLATA APTEKA 36.6,5949.0,debit,,Здоровье,Аптека 36.6,False
213,2024-05-17,POKUPKA ZARA CHLEYABINSK,6250.0,debit,5661,Одежда и обувь,Zara,False
353,2024-05-12,ИП Егоров М.А.,4086.54,debit,,Прочее,Егоров М.А.,False
358,2024-05-21,ИП Егоров Ю.И.,6299.89,debit,,Прочее,Егоров Ю.И.,False
180,2024-05-01,ИП Новиков МС.. частный извоз,2000.0,debit,,Транспорт,Новиков М.С.,False
348,2024-04-27,ИП Соколова П.В.,2440.52,debit,,Прочее,Соколова П.В.,False
380,2024-06-27,ИП Иванов А.Ю. стоматолог кабинет,8749.0,debit,,Здоровье,Иванов А.Ю.,False
99,2024-04-23,POKUPKA PODRUZHKA NIZHNIY NOVGOROD,400.0,debit,7298,Красота и уход,Подружка,False
361,2024-06-15,ИП Соколов Н.А. стоматолог кабинет,10649.0,debit,8011,Здоровье,Соколов Н.А.,False
135,2024-06-12,Списание ЖКУ Т2,7849.0,debit,4814,ЖКХ и связь,Т2,False
176,2024-04-19,POS APTEA APREL,7909.0,debit,5912,Здоровье,Аптека Апрель,False
434,2024-04-09,МАРКЕТПЛЕЙС ОПЛАТА 22694,4899.0,debit,,Прочее,,False
84,2024-06-10,POKUPKA SITIDRAYV UFA,2250.0,debit,4121,Транспорт,Ситидрайв,False
447,2024-04-19,AVITO USLUGI,5150.0,debit,,Прочее,,False
39,2024-04-22,ИП Кузнецова С.Д. массажист,9109.0,debit,,Здоровье,Кузнецова С.Д.,False
340,2024-04-07,ИП Попов Е.С. парикмахер услуги,5709.0,debit,,Красота и уход,Попов Е.С.,False
2,2024-04-18,ИП Егоров И.П. частный извоз,2799.0,debit,,Транспорт,Егоров И.П.,False
311,2024-05-25,Оплата Интерсвязь л/с 748698,7449.0,debit,4814,ЖКХ и связь,Интерсвязь,True
305,2024-06-12,Оплата услуг Энергосбыт Плюс,5799.0,debit,4900,ЖКХ и связь,Энергосбыт Плюс,True
68,2024-06-22,POKUPKA PYATEROCHKA SANKT-PETERBURG,2950.0,debit,5412,Продукты,Пятёрочка,False
208,2024-06-06,OPLATA VKUSVILL,5699.0,debit,5412,Продукты,ВкусВилл,False
437,2024-06-13,WILDBERRIES,2150.0,debit,,Прочее,,False
420,2024-06-11,Внутрибанковский перевод Егорова Е.В.,41309.0,debit,,Переводы,Егорова Е.В.,False
253,2024-05-24,POKUPKA VTOE NOVOSIBIRSK,9449.0,debit,5661,Одежда и обувь,Твое,False
334,2024-06-16,OPLATA ZZOLOTOE YABLOKO,4400.0,debit,,Красота и уход,Золотое Яблоко,True
339,2024-06-17,ИП Новиков А.Е.,4148.37,debit,,Прочее,Новиков А.Е.,False
409,2024-04-07,Внутрибанковский перевод Сидорова А.П.,22550.0,debit,,Переводы,Сидорова А.П.,False
111,2024-06-06,PYATEROCHKA,4300.0,debit,5422,Продукты,Пятёрочка,False
224,2024-04-05,OLATA TOVAROV L'ETUAL,1049.0,debit,,Красота и уход,Л'Этуаль,False
430,2024-05-27,AVITO USLUGI,7190.0,debit,,Прочее,,False
32,2024-04-07,PEREKRESTOK,1090.0,debit,5422,Продукты,Перекресток,False
73,2024-06-11,OPLATA TOVAROV WILDBERRIES FASHION,9100.0,debit,,Одежда и обувь,Wildberries Fashion,False
47,2024-06-08,IL DE BOTE,7350.0,debit,7230,Красота и уход,Иль Де Ботэ,False
126,2024-05-11,OPLATA DIKSI,5209.0,debit,5422,Продукты,Дикси,False
113,2024-06-22,OPLATA TOVAROV RENDEZ-VOUS,7600.0,debit,5661,Одежда и обувь,Rendez-Vous,False
96,2024-06-13,OPLATA TOVAROV STEAM,2209.0,debit,,Развлечения,Steam,False
225,2024-06-11,Оплата Foxford л/с 292540,22350.0,debit,,Образование,Foxford,False
214,2024-04-06,OPLATA TOAVROV METRO,900.0,debit,,Продукты,Metro,False
57,2024-05-25,ONEPRICE,6099.0,debit,,Красота и уход,OnePrice,False
123,2024-04-23,Оплата Мегафон л/с 247033,2649.0,debit,,ЖКХ и связь,Мегафон,False
106,2024-06-09,OPLATA TOVAROV ECCO,4290.0,debit,,Одежда и обувь,Ecco,False
83,2024-05-22,POKUPKA WILDBERRIES FASHION SAMARA,5000.0,debit,,Одежда и обувь,Wildberries Fashion,False
17,2024-04-28,KFC*88808,2249.0,debit,5814,Кафе и рестораны,KFC,False
230,2024-05-27,Оплата услуг ЕИРЦ,6350.0,debit,,ЖКХ и связь,ЕИРЦ,False
98,2024-06-25,TEHNOPARK,61590.0,debit,5734,Электроника и техника,Технопарк,False
322,2024-05-04,НТВ Плюс счет №45622,6809.0,debit,4814,ЖКХ и связь,НТВ Плюс,True
382,2024-05-02,ИП Сидоров С.А. стоматолог кабинет,1150.0,debit,,Здоровье,Сидоров С.А.,False
365,2024-04-18,ИП Попов С.С. консультация врача,14099.0,debit,8099,Здоровье,Попов С.С.,False
