transaction_id,date,description,amount,direction,mcc,category,_merchant,_is_holdout
541,2024-04-01,Зачисление заработной платы ООО Технострой,70890.0,credit,,Прочие доходы,М.Видео,False
542,2024-05-18,OPLATA METRO,2049.0,debit,5411,Продукты,Metro,False
543,2024-04-22,TERMINAL 26225 DIKSI NOVOSIBIRSK,2099.0,debit,5411,Продукты,Дикси,False
544,2024-06-07,POS SITIDRAAYV,549.0,debit,,Транспорт,Ситидрайв,False
545,2024-06-15,ИП Иванова П.Е. мастер по ремонту,9950.0,debit,,Дом и ремонт,Иванова П.Е.,False
546,2024-05-12,Зачисление заработной платы ООО СтройГрад,45849.0,credit,,Прочие доходы,СОГАЗ,False
547,2024-06-28,Оплата услуг МТС,3450.0,debit,4900,ЖКХ и связь,МТС,False
548,2024-05-04,Оплата услуг Учи.ру,16490.0,debit,8299,Образование,Учи.ру,False
549,2024-04-23,MAGNIT KRASNOYARSK RUS,2390.0,debit,,Продукты,Магнит,False
550,2024-06-30,ASHAN DOM,28849.0,debit,5211,Дом и ремонт,Ашан Дом,False
551,2024-06-03,POS M.VIDEO,54599.0,debit,,Электроника и техника,М.Видео,False
552,2024-06-13,POS METRO,1950.0,debit,,Продукты,Metro,False
553,2024-04-10,CHOP-CHOP BARBERSHOP CHELYABINSK RUS,6409.0,debit,,Красота и уход,Chop-Chop Barbershop,False
554,2024-04-03,Перевод между своими счетами,47999.0,debit,,Переводы,Егоров А.А.,False
555,2024-05-11,WILDBERRIES FASHION,10809.0,debit,5661,Одежда и обувь,Wildberries Fashion,False
556,2024-05-16,OPLATA 'KEY,5850.0,debit,,Продукты,О'Кей,False
557,2024-06-29,YANDEX MARKET,8409.0,debit,,Прочее,,False
558,2024-06-02,OPLLATA TOVAROV SALON KRASOTY STIL,7399.0,debit,7298,Красота и уход,Салон Красоты Стиль,False
559,2024-04-10,MOSKOVSKIY METROPOLITEN,2149.0,debit,4121,Транспорт,Московский метрополитен,False
560,2024-04-19,Списание ЖКУ Т2,1690.0,debit,,ЖКХ и связь,Т2,False
561,2024-04-25,POKUPKA WHOOSH UFA,2290.0,debit,4121,Транспорт,Whoosh,False
562,2024-06-30,IVI,3109.0,debit,5815,Развлечения,IVI,False
563,2024-05-15,TERMINAL 886356 YANDEKS TAKSI NIZHNIY NOVGOROD,809.0,debit,7523,Транспорт,Яндекс Такси,False
564,2024-06-06,Совкомбанк Страхование абонентская плата,2150.0,debit,6051,Финансовые услуги,Совкомбанк Страхование,False
565,2024-05-30,Комиссия за обслуживание счет №847906,4850.0,debit,,Финансовые услуги,Комиссия за обслуживание,False
566,2024-05-19,KUSVILL*326903,2600.0,debit,5422,Продукты,ВкусВилл,False
567,2024-05-31,ВОЗВРАТ SBP Кузнецова А.Е.,73949.0,credit,,Прочие доходы,KFC,False
568,2024-05-13,OPLATA TOVAORV DNS,7300.0,debit,,Электроника и техника,DNS,False
569,2024-06-22,Оплата услуг Комиссия за обслуживание,349.0,debit,,Финансовые услуги,Комиссия за обслуживание,False
570,2024-05-03,ИП Иванов М.Ю. репетитор математики,15650.0,debit,8220,Образование,Иванов М.Ю.,False
571,2024-06-27,Оплата Т2 л/с 923682,1009.0,debit,,ЖКХ и связь,Т2,False
572,2024-06-06,YYANDEX TRAVEL*617366,43049.0,debit,,Путешествия,Yandex Travel,False
573,2024-06-07,Начисление процентов на остаток,65250.0,credit,,Прочие доходы,АльфаСтрахование,False
574,2024-05-22,KFC,2109.0,debit,,Кафе и рестораны,KFC,False
575,2024-04-25,POKUPKA ONEPRICE NOVOSIBIRSK,2999.0,debit,,Красота и уход,OnePrice,False
576,2024-06-05,POKPKA PARK GORKOGO KRASNOYARSK,1290.0,debit,,Развлечения,Парк Горького,False
577,2024-04-19,OPLATA TOVAROV APTEKA APREL,7109.0,debit,8099,Здоровье,Аптека Апрель,False
578,2024-04-10,Списание ЖКУ ЕИРЦ,1100.0,debit,4900,ЖКХ и связь,ЕИРЦ,False
579,2024-05-19,BOOKING.COM VORONEZH RUS,15109.0,debit,,Путешествия,Booking.com,False
580,2024-04-20,TERMINAL 194194 PRIME EKATERINBURG,200.0,debit,5812,Кафе и рестораны,Prime,False
581,2024-05-25,Перевод СБП Сидорова А.А.,48790.0,debit,,Переводы,Сидорова А.А.,False
582,2024-06-18,Списание ЖКУ ВТБ Страхование,900.0,debit,6051,Финансовые услуги,ВТБ Страхование,False
583,2024-05-22,POKUPKA PYATEROCHKA KRASNOYARSK,5399.0,debit,,Продукты,Пятёрочка,False
584,2024-06-12,П2П перевод Кузнецова Е.А.,43900.0,debit,,Переводы,Кузнецова Е.А.,False
585,2024-06-25,VKUSNO I TOCHKA EKATERINBURG RUS,1649.0,debit,5812,Кафе и рестораны,Вкусно и точка,False
586,2024-04-26,POS DOC+,999.0,debit,,Здоровье,Doc+,False
587,2024-04-09,KARI SAMAAR RUS,2450.0,debit,,Одежда и обувь,Kari,False
588,2024-05-01,OPLATA TOVAROV LUKOYL AZS,1109.0,debit,7523,Транспорт,Лукойл АЗС,False
589,2024-05-04,TERMINAL 670102 LENTA UFA,3500.0,debit,5411,Продукты,Лента,False
590,2024-06-20,SBP PEREVOD Кузнецова М.О.,12800.0,debit,,Переводы,Кузнецова М.О.,False
591,2024-05-02,DOMINOS PIZZA*242358,1949.0,debit,5814,Кафе и рестораны,Dominos Pizza,False
592,2024-05-28,PRIME*844584,1200.0,debit,5812,Кафе и рестораны,Prime,False
593,2024-06-01,POS SALON KRASOTY STIL,4500.0,debit,,Красота и уход,Салон Красоты Стиль,False
594,2024-06-06,ИП Петрова ДА. услуги перевозки,2209.0,debit,,Транспорт,Петрова Д.А.,False
595,2024-05-10,Внутрибанковский перевод Новиков Ю.В.,14199.0,credit,,Переводы,Новиков Ю.В.,False
596,2024-05-01,Skillbox счет №799134,21790.0,debit,8220,Образование,Skillbox,False
597,2024-05-07,OPLATA TOVAROV KFC,1400.0,debit,5812,Кафе и рестораны,KFC,False
598,2024-05-22,OPLATA TOVAROV DIKSI,390.0,debit,5411,Продукты,Дикси,False
599,2024-04-04,Выплата премии ООО Ромашка,20350.0,credit,,Прочие доходы,Максидом,False
600,2024-06-11,POS DIKSI,3400.0,debit,,Продукты,Дикси,False
601,2024-06-22,Лабиринт счет №959138,21750.0,debit,8299,Образование,Лабиринт,False
602,2024-04-05,OPLATA INVITRO,6899.0,debit,5912,Здоровье,Инвитро,False
603,2024-05-25,HOTELTONIGHT,29890.0,debit,7011,Путешествия,Hoteltonight,False
604,2024-06-14,OLATA CASTORAMA,25850.0,debit,5211,Дом и ремонт,Castorama,False
605,2024-06-10,OPLATA TVOAROV BILAYN RITEYL,25109.0,debit,,Электроника и техника,Билайн Ритейл,False
606,2024-05-04,POS PARK GORKOO,1500.0,debit,,Развлечения,Парк Горького,False
607,2024-06-19,ИП Соколов А.Д. барбер услуги,7050.0,debit,7230,Красота и уход,Соколов А.Д.,False
608,2024-05-08,OPLATA TOVAROV LENTA,4399.0,debit,5411,Продукты,Лента,False
609,2024-04-02,TERMINAL 481067 KFC NOVOSIBIRSK,2709.0,debit,5814,Кафе и рестораны,KFC,False
610,2024-06-03,POS OBI,8900.0,debit,,Дом и ремонт,ОБИ,False
611,2024-05-02,OPLAA ROSNEFT AZS,1290.0,debit,4111,Транспорт,Роснефть АЗС,False
612,2024-05-29,OPLATA TOVAROV ZARA,5090.0,debit,5651,Одежда и обувь,Zara,False
613,2024-06-13,ИП Сидорова Т.Н. стоматолог кабинет,1409.0,debit,8011,Здоровье,Сидорова Т.Н.,False
614,2024-05-11,POKUPKA PLAYSTATION STORE KAZAN,3190.0,debit,7994,Развлечения,PlayStation Store,False
615,2024-04-05,Оплата услуг Билайн,3690.0,debit,4900,ЖКХ и связь,Билайн,False
616,2024-05-12,OPLATA TOVAROV HOTELTONIIGHT,40009.0,debit,,Путешествия,Hoteltonight,False
617,2024-06-05,MOSKOVSKIY METROPOLITEN,2390.0,debit,4121,Транспорт,Московский метрополитен,False
618,2024-04-06,ИП Соколова И.Е. репетитор английского,2000.0,debit,,Образование,Соколова И.Е.,False
619,2024-04-12,POKUPKA VKUSNO I TOCHKA VORONEZH,699.0,debit,5812,Кафе и рестораны,Вкусно и точка,False
620,2024-06-29,TERMINAL 985532 KFC ROSTOV-NA-DONU,1000.0,debit,5812,Кафе и рестораны,KFC,False
621,2024-05-26,DIKSI*13563,2800.0,debit,,Продукты,Дикси,False
622,2024-04-23,MU-MU,1749.0,debit,5812,Кафе и рестораны,Му-Му,False
623,2024-06-13,POS METRO,5809.0,debit,5422,Продукты,Metro,False
624,2024-04-17,WINK*893919,600.0,debit,,Развлечения,Wink,False
625,2024-05-22,ONEPRICE KRASNOYARSK RUS,7990.0,debit,7230,Красота и уход,OnePrice,False
626,2024-06-04,ETRMINAL 795029 KFC VORONEZH,1699.0,debit,5814,Кафе и рестораны,KFC,False
627,2024-06-25,OPLATA TOVAROV SHOKOLADNITSA,799.0,debit,,Кафе и рестораны,Шоколадница,False
628,2024-04-06,POS STOLIHCKI,3200.0,debit,,Здоровье,Столички,False
629,2024-06-22,Оплата Яндекс Практикум л/с 547802,11300.0,debit,8299,Образование,Яндекс Практикум,False
630,2024-06-04,Кэшбэк по карте,15749.0,credit,,Прочие доходы,Delimobil,False
631,2024-06-08,OPLATA KINOPOISK,1709.0,debit,5815,Развлечения,Кинопоиск,False
632,2024-05-01,OPLATA TOVAROV GAZPROMNEFT AZS,299.0,debit,4121,Транспорт,Газпромнефть АЗС,False
633,2024-05-23,TERMINAL 798257 SPAR HELYABINSK,2600.0,debit,,Продукты,Spar,False
634,2024-05-13,POKUPKA MU-MU ROSTOV-NA-DONU,1150.0,debit,5814,Кафе и рестораны,Му-Му,False
635,2024-06-30,OPLATA TOVAROV TEREMOK,2990.0,debit,5812,Кафе и рестораны,Теремок,False
636,2024-05-14,PYATEROCHKA*516326,2550.0,debit,,Продукты,Пятёрочка,False
637,2024-06-15,POS DIKSI,500.0,debit,,Продукты,Дикси,False
638,2024-04-29,POKUPKA STEAM UFA,4709.0,debit,7994,Развлечения,Steam,False
639,2024-05-15,SUSHI WOK,1890.0,debit,5812,Кафе и рестораны,Sushi Wok,False
640,2024-05-29,Выплата премии ООО Ромашка,84990.0,credit,,Прочие доходы,Nail Bar,False
641,2024-06-20,POKUPKKA KINOPOISK UFA,4650.0,debit,,Развлечения,Кинопоиск,False
642,2024-04-07,POKUPKA OBI CHELYABINSK,20849.0,debit,,Дом и ремонт,ОБИ,False
643,2024-06-17,POS DIKSI,5209.0,debit,,Продукты,Дикси,False
644,2024-04-29,Внутрибанковский перевод Новиков Е.Ю.,34900.0,debit,,Переводы,Новиков Е.Ю.,False
645,2024-06-09,OPLATA KINOTEATR KARO,2709.0,debit,5815,Развлечения,Кинотеатр Каро,False
646,2024-06-05,Перевод по номеру телефона +7 972 286-74-24,22590.0,debit,,Переводы,Попова С.А.,False
647,2024-04-10,POKUPKA ZARA VORONEZH,3450.0,debit,5651,Одежда и обувь,Zara,False
648,2024-04-05,TERMINAL 131738 SM-KLINIKA SANKT-PETERBURG,5249.0,debit,8011,Здоровье,СМ-Клиника,False
649,2024-06-30,POS APTEKA RIGLA,10000.0,debit,8099,Здоровье,Аптека Ригла,False
650,2024-04-04,POS PRIME,3049.0,debit,5814,Кафе и рестораны,Prime,False
651,2024-05-19,PEREKRESTOK NIZHNIY NOVGOROD RUS,2449.0,debit,5412,Продукты,Перекресток,False
652,2024-04-24,ВОЗВРАТ SBP Иванов Т.О.,2400.0,credit,,Прочие доходы,ЕИРЦ,False
653,2024-06-30,OPLATA TOVAROV INVITRO,13049.0,debit,5912,Здоровье,Инвитро,False
654,2024-05-17,Списание ЖКУ Комисия за обслуживание,1250.0,debit,6012,Финансовые услуги,Комиссия за обслуживание,False
655,2024-06-14,Оплата услуг Т2,4909.0,debit,4900,ЖКХ и связь,Т2,False
656,2024-06-16,POS SPAR,3350.0,debit,5412,Продукты,Spar,False
657,2024-06-10,SVYAZNOY KRASNOYARSK RUS,56100.0,debit,5732,Электроника и техника,Связной,False
658,2024-04-23,POS PEREKRESTOK,4009.0,debit,5411,Продукты,Перекресток,False
659,2024-05-13,SPAR*15295,5409.0,debit,,Продукты,Spar,False
660,2024-06-16,ZENDEN CHELYABINSK RUS,3800.0,debit,5651,Одежда и обувь,Zenden,False
661,2024-05-07,TERMINAL 605941 SITIDRAYV NIZHNIY NOVGOROD,949.0,debit,7523,Транспорт,Ситидрайв,False
662,2024-06-14,AVITO USLUGI,3709.0,debit,,Прочее,,False
663,2024-06-02,O'KEY KRASNOYARSK RUS,3250.0,debit,5412,Продукты,О'Кей,False
664,2024-05-22,POS TOPGUN BARBERSHOP,6809.0,debit,7298,Красота и уход,TopGun Barbershop,False
665,2024-06-03,OPLATA ZENDEN,8650.0,debit,,Одежда и обувь,Zenden,False
666,2024-06-02,NAIL BAR*161119,1909.0,debit,,Красота и уход,Nail Bar,False
667,2024-06-10,OPLATA TOVAROV SHOKOLADNITSA,3909.0,debit,,Кафе и рестораны,Шоколадница,False
668,2024-05-11,TERMINAL 354800 KINOTEATR KARO ROSTOV-NA-DONU,2599.0,debit,,Развлечения,Кинотеатр Каро,False
669,2024-06-24,ИП Егорова Т.А. консультация врача,6090.0,debit,8099,Здоровье,Егорова Т.А.,False
670,2024-06-05,POKUPKA SM-KLINIKA SAMRA,13490.0,debit,8099,Здоровье,СМ-Клиника,False
671,2024-06-23,Внутрибанковский перевод Федорова Т.Ю.,18850.0,debit,,Переводы,Федорова Т.Ю.,False
672,2024-06-24,WILDBERRIES,9790.0,debit,,Прочее,,False
673,2024-04-29,ИП Волков А.О. частный извоз,1200.0,debit,7523,Транспорт,Волков А.О.,False
674,2024-05-02,POKUPKA OZON ELECTRONICS VORONEZH,62109.0,debit,,Электроника и техника,Ozon Electronics,False
675,2024-06-02,POLATA TOVAROV ECCO,6109.0,debit,,Одежда и обувь,Ecco,False
676,2024-04-09,OPLATA TOVAROV AEROFLOT,6549.0,debit,7011,Путешествия,Аэрофлот,False
677,2024-06-07,Выплата премии ООО Логистик,64249.0,credit,,Прочие доходы,Prime,False
678,2024-06-04,PRIME,2249.0,debit,5812,Кафе и рестораны,Prime,False
679,2024-04-08,POKUPKA KOFE HAUZ NOVOSIBIRSK,3200.0,debit,5812,Кафе и рестораны,Кофе Хауз,False
680,2024-06-09,ASHAN DOM,15399.0,debit,,Дом и ремонт,Ашан Дом,False
681,2024-05-24,DIKSI,5649.0,debit,,Продукты,Дикси,False
682,2024-04-26,POKUPKA O'KEY SAMARA,1999.0,debit,,Продукты,О'Кей,False
683,2024-06-13,OPLATA VKUSVILL,1590.0,debit,5411,Продукты,ВкусВилл,False
684,2024-05-29,METRO ROSTOV-NA-DONU RUS,949.0,debit,5422,Продукты,Metro,False
685,2024-06-21,OPLATA TOVAROV ZDRAVSITI,10209.0,debit,5912,Здоровье,Здравсити,False
686,2024-05-08,SPORTMASTER KRASNOYARSK RUS,8049.0,debit,,Одежда и обувь,Спортмастер,False
687,2024-04-04,TERMINAL 28168 LUKOYL AZS CHELYABINSK,799.0,debit,4111,Транспорт,Лукойл АЗС,False
688,2024-06-12,OPLATA TEREMOK,1599.0,debit,,Кафе и рестораны,Теремок,False
689,2024-06-15,Оплата услуг Яндекс Практикум,24250.0,debit,,Образование,Яндекс Практикум,False
690,2024-06-24,Оплата Coursera л/с 101181,17699.0,debit,8220,Образование,Coursera,False
691,2024-04-30,STOLICHKI*846241,14549.0,debit,8011,Здоровье,Столички,False
692,2024-04-01,POKUPKA CASTROAMA MOSKVA,27509.0,debit,,Дом и ремонт,Castorama,False
693,2024-05-26,SBP PEREVOD Кузнецов О.Т.,39949.0,credit,,Переводы,Кузнецов О.Т.,False
694,2024-06-19,ONEPRICE VORONEZH RUS,999.0,debit,7298,Красота и уход,OnePrice,False
695,2024-06-29,DNS SANKT-PETERBURG RUS,5009.0,debit,5734,Электроника и техника,DNS,False
696,2024-04-02,POKUPKA MAKSIDOM KRASNOYARSK,20609.0,debit,,Дом и ремонт,Максидом,False
697,2024-04-07,Перевод СБП Соколова А.Ю.,26799.0,debit,,Переводы,Соколова А.Ю.,False
698,2024-04-24,Водоканал счет №45413,7709.0,debit,,ЖКХ и связь,Водоканал,False
699,2024-06-09,OPLATA KINOPOISK,2700.0,debit,5815,Развлечения,Кинопоиск,False
700,2024-05-24,RE:STORE*959445,66600.0,debit,5734,Электроника и техника,re:Store,False
701,2024-04-12,Перевод между своими счетами,25800.0,credit,,Переводы,Кузнецова А.А.,False
702,2024-06-07,Списание ЖКУ ЮMoney Комиссия,1699.0,debit,6051,Финансовые услуги,ЮMoney Комиссия,False
703,2024-05-09,DIKSI,1349.0,debit,5411,Продукты,Дикси,False
704,2024-05-15,MAGNIT,1650.0,debit,5412,Продукты,Магнит,False
705,2024-05-06,POS SITIDRAYV,1950.0,debit,5541,Транспорт,Ситидрайв,False
706,2024-06-10,AROFLOT NIZHNIY NOVGOROD RUS,25899.0,debit,,Путешествия,Аэрофлот,False
707,2024-05-20,POS LIME,6809.0,debit,,Одежда и обувь,LIME,False
708,2024-06-24,TERMINLA 138801 ROSNEFT AZS ROSTOV-NA-DONU,499.0,debit,4121,Транспорт,Роснефть АЗС,False
709,2024-05-30,PEREKRESTOK,1800.0,debit,,Продукты,Перекресток,False
710,2024-06-05,ASHAN DOM NOVOSIBIRSK RUS,25909.0,debit,5200,Дом и ремонт,Ашан Дом,False
711,2024-06-14,POKUPKA IKEA VORONEZH,17809.0,debit,5211,Дом и ремонт,IKEA,False
712,2024-06-24,Пополнение счета от Смирнов С.О.,55500.0,credit,,Прочие доходы,Лента,False
713,2024-04-26,POS STEAM,1399.0,debit,7832,Развлечения,Steam,False
714,2024-06-07,STAM,3690.0,debit,7832,Развлечения,Steam,False
715,2024-06-18,PYATEROCHKA,1350.0,debit,5422,Продукты,Пятёрочка,False
716,2024-04-04,POS DIKSI,2100.0,debit,5411,Продукты,Дикси,False
717,2024-05-31,Списание ЖКУ Водоканал,3049.0,debit,4814,ЖКХ и связь,Водоканал,False
718,2024-06-25,TERMINAL 92468 DELIMOBIL UFA,409.0,debit,,Транспорт,Delimobil,False
719,2024-04-12,MU-MU KRASNOYARSK RUS,3700.0,debit,,Кафе и рестораны,Му-Му,False
720,2024-04-20,OPLATA TOVAROV PEERKRESTOK,850.0,debit,5412,Продукты,Перекресток,False
721,2024-04-27,Возврат покупки Cinnabon,43549.0,credit,,Прочие доходы,Cinnabon,False
722,2024-06-23,Сбербанк Комиссия счет №288465,600.0,debit,,Финансовые услуги,Сбербанк Комиссия,False
723,2024-04-20,TERMINAL 520072 LIME VORONEZH,10500.0,debit,5661,Одежда и обувь,LIME,False
724,2024-04-16,ВОЗВРАТ SBP Соколов А.С.,14490.0,credit,,Прочие доходы,Пятёрочка,False
725,2024-05-03,OZON.RU,9249.0,debit,,Прочее,,False
726,2024-04-23,POS ASHAN DOM,8200.0,debit,5211,Дом и ремонт,Ашан Дом,False
727,2024-06-24,KFC,3799.0,debit,,Кафе и рестораны,KFC,False
728,2024-04-21,OPLATA VKUSVILL,3899.0,debit,5422,Продукты,ВкусВилл,False
729,2024-06-29,POKUPKA OSTROVOK VORONEZH,18300.0,debit,,Путешествия,ОстровОК,False
730,2024-04-17,POS INVITRO,409.0,debit,,Здоровье,Инвитро,False
731,2024-06-04,TERMINAL 992592 DNS VORONEZH,69609.0,debit,,Электроника и техника,DNS,False
732,2024-05-14,SBP PEREVOD Морозова М.А.,22309.0,credit,,Переводы,Морозова М.А.,False
733,2024-06-28,OPLATA VUKSNO I TOCHKA,2309.0,debit,5814,Кафе и рестораны,Вкусно и точка,False
734,2024-05-30,POKUPKA SPORTMASTER NOVOSIBIRSK,7400.0,debit,5661,Одежда и обувь,Спортмастер,False
735,2024-05-13,TERMINAL 106102 SVYAZNOY KRASNOYARSK,11400.0,debit,,Электроника и техника,Связной,False
736,2024-04-15,OLPATA STEAM,3999.0,debit,7994,Развлечения,Steam,False
737,2024-04-30,OPLATA PYATEROCHKA,2109.0,debit,5411,Продукты,Пятёрочка,False
738,2024-04-11,POS MOSKOVSKIY METROPOLITEN,749.0,debit,,Транспорт,Московский метрополитен,False
739,2024-06-27,OPLATA YANDEKS TAKSI,1550.0,debit,4121,Транспорт,Яндекс Такси,False
740,2024-04-29,MAKSIDOM*688199,27609.0,debit,5211,Дом и ремонт,Максидом,False
741,2024-04-14,Перевод по номеру телефона +7 919 730-52-25,18000.0,debit,,Переводы,Петрова М.Е.,False
742,2024-05-17,ROSNEFT AZSS*629738,2049.0,debit,,Транспорт,Роснефть АЗС,False
743,2024-06-11,CASTORAMA*979197,27200.0,debit,,Дом и ремонт,Castorama,False
744,2024-06-16,POKUPKA SITIDRAYV NIZHNIY NOVGOROD,2350.0,debit,,Транспорт,Ситидрайв,False
745,2024-05-16,Начисление процентов на остаток,16450.0,credit,,Прочие доходы,Билайн,False
746,2024-05-12,Оплата Комиссия за обслуживание л/с 505667,2009.0,debit,6012,Финансовые услуги,Комиссия за обслуживание,False
747,2024-05-08,OPLATA TOVAROV STEAM,2890.0,debit,7994,Развлечения,Steam,False
748,2024-06-13,OPLATA INVITRO,3200.0,debit,8011,Здоровье,Инвитро,False
749,2024-04-21,YANDEKS TAKSI*890980,2390.0,debit,4121,Транспорт,Яндекс Такси,False
750,2024-05-13,ROSNEFT AZS EKATERINBURG RUS,309.0,debit,,Транспорт,Роснефть АЗС,False
751,2024-04-30,Выплата премии ООО Ромашка,59600.0,credit,,Прочие доходы,Московский метрополитен,False
752,2024-06-11,Оплата услуг ТСЖ Пример,900.0,debit,4814,ЖКХ и связь,ТСЖ Пример,False
753,2024-05-05,POKUPKA YANDEKS PLYUS SAMARA,4750.0,debit,5815,Развлечения,Яндекс Плюс,False
754,2024-04-09,OZON.RU,1200.0,debit,,Прочее,,False
755,2024-04-18,POKUPKA M.VIIDEO UFA,75850.0,debit,5734,Электроника и техника,М.Видео,False
756,2024-06-03,BOULING KOSMIK KAZAN RUS,1500.0,debit,7832,Развлечения,Боулинг Космик,False
757,2024-06-21,Оплата услуг Т2,6649.0,debit,,ЖКХ и связь,Т2,False
758,2024-04-09,CINNABON*685405,3390.0,debit,5814,Кафе и рестораны,Cinnabon,False
759,2024-06-10,OPLATA GAZPROMNEFT AZS,2399.0,debit,5541,Транспорт,Газпромнефть АЗС,False
760,2024-04-10,OPLATA HOTELTONIGHT,45699.0,debit,4511,Путешествия,Hoteltonight,False
761,2024-04-30,POS M.VIDEO,45449.0,debit,,Электроника и техника,М.Видео,False
762,2024-05-11,AEROFLOT*98738,1599.0,debit,,Путешествия,Аэрофлот,False
763,2024-06-18,TEREMOK*789363,1590.0,debit,,Кафе и рестораны,Теремок,False
764,2024-04-30,OPLATA WINK,1049.0,debit,,Развлечения,Wink,False
765,2024-04-04,Перевод Иванова С.А.,47690.0,debit,,Переводы,Иванова С.А.,False
766,2024-05-04,Билайн абонентская плата,5909.0,debit,4814,ЖКХ и связь,Билайн,False
767,2024-05-12,HOFF*654756,13009.0,debit,,Дом и ремонт,Hoff,False
768,2024-06-12,OPLATA VKUSVILL,5900.0,debit,,Продукты,ВкусВилл,False
769,2024-05-21,ВОЗВРАТ SBP Волков В.В.,44950.0,credit,,Прочие доходы,Ситидрайв,False
770,2024-05-28,POKUPKA WILDBERRIES FASHION KAZAN,4600.0,debit,5661,Одежда и обувь,Wildberries Fashion,False
771,2024-05-25,OPLATA TOVAROV CINNABON,3749.0,debit,5814,Кафе и рестораны,Cinnabon,False
772,2024-05-09,POKUPKA DIKSI CHELYABINSK,5099.0,debit,5422,Продукты,Дикси,False
773,2024-06-23,POS BOULING KOSMIK,3549.0,debit,,Развлечения,Боулинг Космик,False
774,2024-06-02,KINOPOISK,1690.0,debit,7832,Развлечения,Кинопоиск,False
775,2024-06-17,OPLATA DIKSI,3950.0,debit,5411,Продукты,Дикси,False
776,2024-05-19,YANDEX MARKET,4350.0,debit,,Прочее,,False
777,2024-05-01,Перевод СБП Попова А.Н.,13900.0,debit,,Переводы,Попова А.Н.,False
778,2024-05-01,INVITRO,1199.0,debit,,Здоровье,Инвитро,False
779,2024-06-20,VKUSVILL MOSKVA RUS,2699.0,debit,,Продукты,ВкусВилл,False
780,2024-06-19,Списание ЖКУ ВТБ Страховвание,1199.0,debit,6012,Финансовые услуги,ВТБ Страхование,False
781,2024-05-06,POS STEM,2890.0,debit,,Развлечения,Steam,False
782,2024-04-17,Оплата услуг Учи.ру,15100.0,debit,,Образование,Учи.ру,False
783,2024-05-21,PARK GORKOGO*697320,4709.0,debit,,Развлечения,Парк Горького,False
784,2024-05-04,OPLATA TTOVAROV SHOKOLADNITSA,1749.0,debit,,Кафе и рестораны,Шоколадница,False
785,2024-06-06,Оплата ВТБ Страхование л/с 670952,590.0,debit,,Финансовые услуги,ВТБ Страхование,False
786,2024-04-15,YANDEX MARKET,5590.0,debit,,Прочее,,False
787,2024-05-14,PRIME*220952,3849.0,debit,,Кафе и рестораны,Prime,False
788,2024-04-08,POS WINK,4100.0,debit,,Развлечения,Wink,False
789,2024-05-19,Оплата Газпром Межрегионгаз л/с 369814,4449.0,debit,,ЖКХ и связь,Газпром Межрегионгаз,False
790,2024-04-10,Перевод СБП Сидоров Е.С.,21899.0,credit,,Переводы,Сидоров Е.С.,False
791,2024-06-17,OPLATA IVI,709.0,debit,5815,Развлечения,IVI,False
792,2024-05-08,П2П перевод Егоров Д.П.,40309.0,credit,,Переводы,Егоров Д.П.,False
793,2024-04-09,Перевод по номеру телефона +7 924 300-70-25,17550.0,credit,,Переводы,Кузнецов Д.О.,False
794,2024-06-30,PRIMEE*821192,1250.0,debit,,Кафе и рестораны,Prime,False
795,2024-04-15,NAIL BAR,6749.0,debit,,Красота и уход,Nail Bar,False
796,2024-06-24,ЕИРЦ абонентская плата,2150.0,debit,4814,ЖКХ и связь,ЕИРЦ,False
797,2024-04-01,SBP PEREVOD Новиков А.О.,8090.0,debit,,Переводы,Новиков А.О.,False
798,2024-04-21,OPLATA YANDEKS PLYUS,2109.0,debit,,Развлечения,Яндекс Плюс,False
799,2024-04-18,ВТБ Страхование абонентская пплата,3890.0,debit,6012,Финансовые услуги,ВТБ Страхование,False
800,2024-05-13,SITIRDAYV*196617,1690.0,debit,,Транспорт,Ситидрайв,False
801,2024-05-25,OPLAAT YANDEKS TAKSI,349.0,debit,4121,Транспорт,Яндекс Такси,False
802,2024-06-28,OPLATA SPORTMASTER,4690.0,debit,5661,Одежда и обувь,Спортмастер,False
803,2024-06-21,YANDEX MARKET,4909.0,debit,,Прочее,,False
804,2024-04-07,STOLICHKI*665327,12190.0,debit,5912,Здоровье,Столички,False
805,2024-04-15,METRO,5950.0,debit,,Продукты,Metro,False
806,2024-04-23,POKUPKA BOULING KOSMIK MOSKVA,4690.0,debit,,Развлечения,Боулинг Космик,False
807,2024-06-14,ИП олков А.Ю. услуги перевозки,400.0,debit,,Транспорт,Волков А.Ю.,False
808,2024-05-02,OPLATA TOVAROV IVI,1949.0,debit,,Развлечения,IVI,False
809,2024-06-17,TERMINAL 9668152 PLAYSTATION STORE CHELYABINSK,4209.0,debit,5815,Развлечения,PlayStation Store,False
810,2024-05-21,POKUPKA DOC+ KAZN,13250.0,debit,8011,Здоровье,Doc+,False
811,2024-05-04,TERMINAL 210422 WHOOSH CHELYABINSK,1109.0,debit,,Транспорт,Whoosh,False
812,2024-04-24,POS VKUSNO I TOCHKA,2409.0,debit,,Кафе и рестораны,Вкусно и точка,False
813,2024-04-07,POKUPKA LERUA MERLEN SANKT-PETERBURG,23799.0,debit,5211,Дом и ремонт,Леруа Мерлен,False
814,2024-06-03,POKUPKA TVOE NIZHNIY NOVGOROD,609.0,debit,5661,Одежда и обувь,Твое,False
